1,0,0
1,1,0
1,2,0
1,2,1
1,3,0
1,3,2
1,4,0
1,4,3
1,4,4
1,5,0
1,5,4
1,5,6
1,6,0
1,6,5
1,6,8
1,6,9
1,7,0
1,7,6
1,7,10
1,7,12
1,8,0
1,8,7
1,8,12
1,8,15
1,8,16
1,9,0
1,9,8
1,9,14
1,9,18
1,9,20
1,10,0
1,10,9
1,10,16
1,10,21
1,10,24
1,10,25
1,11,0
1,11,10
1,11,18
1,11,24
1,11,28
1,11,30
1,12,0
1,12,11
1,12,20
1,12,27
1,12,32
1,12,35
1,12,36
1,13,0
1,13,12
1,13,22
1,13,30
1,13,36
1,13,40
1,13,42
1,14,0
1,14,13
1,14,24
1,14,33
1,14,40
1,14,45
1,14,48
1,14,49
1,15,0
1,15,14
1,15,26
1,15,36
1,15,44
1,15,50
1,15,54
1,15,56
1,16,0
1,16,15
1,16,28
1,16,39
1,16,48
1,16,55
1,16,60
1,16,63
1,16,64
1,17,0
1,17,16
1,17,30
1,17,42
1,17,52
1,17,60
1,17,66
1,17,70
1,17,72
1,18,0
1,18,17
1,18,32
1,18,45
1,18,56
1,18,65
1,18,72
1,18,77
1,18,80
1,18,81
1,19,0
1,19,18
1,19,34
1,19,48
1,19,60
1,19,70
1,19,78
1,19,84
1,19,88
1,19,90
1,20,0
1,20,19
1,20,36
1,20,51
1,20,64
1,20,75
1,20,84
1,20,91
1,20,96
1,20,99
1,20,100
1,21,0
1,21,20
1,21,38
1,21,54
1,21,68
1,21,80
1,21,90
1,21,98
1,22,0
1,22,21
1,22,40
1,22,57
1,22,72
1,22,85
1,22,96
1,23,0
1,23,22
1,23,42
1,23,60
1,23,76
1,23,90
1,24,0
1,24,23
1,24,44
1,24,63
1,24,80
1,24,95
1,25,0
1,25,24
1,25,46
1,25,66
1,25,84
1,25,100
1,26,0
1,26,25
1,26,48
1,26,69
1,26,88
1,27,0
1,27,26
1,27,50
1,27,72
1,27,92
1,28,0
1,28,27
1,28,52
1,28,75
1,28,96
1,29,0
1,29,28
1,29,54
1,29,78
1,29,100
1,30,0
1,30,29
1,30,56
1,30,81
1,31,0
1,31,30
1,31,58
1,31,84
1,32,0
1,32,31
1,32,60
1,32,87
1,33,0
1,33,32
1,33,62
1,33,90
1,34,0
1,34,33
1,34,64
1,34,93
1,35,0
1,35,34
1,35,66
1,35,96
1,36,0
1,36,35
1,36,68
1,36,99
1,37,0
1,37,36
1,37,70
1,38,0
1,38,37
1,38,72
1,39,0
1,39,38
1,39,74
1,40,0
1,40,39
1,40,76
1,41,0
1,41,40
1,41,78
1,42,0
1,42,41
1,42,80
1,43,0
1,43,42
1,43,82
1,44,0
1,44,43
1,44,84
1,45,0
1,45,44
1,45,86
1,46,0
1,46,45
1,46,88
1,47,0
1,47,46
1,47,90
1,48,0
1,48,47
1,48,92
1,49,0
1,49,48
1,49,94
1,50,0
1,50,49
1,50,96
1,51,0
